,sender prefixes,nb of bytes,% of traffic (bytes)
30608,118.69.0.0,298,9.322344544014232e-09
28075,140.152.0.0,298,9.322344544014232e-09
26740,109.65.0.0,298,9.322344544014232e-09
29063,178.155.0.0,298,9.322344544014232e-09
18067,43.214.0.0,298,9.322344544014232e-09
14346,120.214.0.0,297,9.291061508631635e-09
17905,124.83.0.0,296,9.259778473249036e-09
13941,235.254.0.0,296,9.259778473249036e-09
22104,200.182.0.0,296,9.259778473249036e-09
28553,72.88.0.0,296,9.259778473249036e-09
24531,83.28.0.0,296,9.259778473249036e-09
30030,136.200.0.0,296,9.259778473249036e-09
23530,82.50.0.0,295,9.228495437866438e-09
16650,43.170.0.0,295,9.228495437866438e-09
23411,123.113.0.0,294,9.197212402483841e-09
18518,198.166.0.0,294,9.197212402483841e-09
4384,255.172.0.0,294,9.197212402483841e-09
11636,214.78.0.0,294,9.197212402483841e-09
14142,59.199.0.0,294,9.197212402483841e-09
30277,13.88.0.0,294,9.197212402483841e-09
14245,183.24.0.0,294,9.197212402483841e-09
10903,179.87.0.0,294,9.197212402483841e-09
30012,13.45.0.0,292,9.134646331718643e-09
29898,205.5.0.0,292,9.134646331718643e-09
27240,163.54.0.0,292,9.134646331718643e-09
28552,203.3.0.0,290,9.072080260953448e-09
29464,208.175.0.0,290,9.072080260953448e-09
19049,142.234.0.0,290,9.072080260953448e-09
15997,148.191.0.0,290,9.072080260953448e-09
9988,130.134.0.0,290,9.072080260953448e-09
5211,132.181.0.0,290,9.072080260953448e-09
26387,209.235.0.0,290,9.072080260953448e-09
15839,38.211.0.0,290,9.072080260953448e-09
29958,108.16.0.0,290,9.072080260953448e-09
30517,150.154.0.0,290,9.072080260953448e-09
11241,142.138.0.0,290,9.072080260953448e-09
1881,52.137.0.0,290,9.072080260953448e-09
15309,38.164.0.0,288,9.009514190188252e-09
29946,165.159.0.0,288,9.009514190188252e-09
27554,152.132.0.0,288,9.009514190188252e-09
1859,36.214.0.0,288,9.009514190188252e-09
794,157.46.0.0,288,9.009514190188252e-09
6402,182.219.0.0,288,9.009514190188252e-09
5435,80.187.0.0,288,9.009514190188252e-09
18665,190.124.0.0,288,9.009514190188252e-09
19024,181.34.0.0,288,9.009514190188252e-09
16926,248.26.0.0,288,9.009514190188252e-09
19035,125.46.0.0,288,9.009514190188252e-09
19033,156.222.0.0,288,9.009514190188252e-09
1768,157.159.0.0,288,9.009514190188252e-09
18964,99.24.0.0,288,9.009514190188252e-09
10126,206.96.0.0,288,9.009514190188252e-09
27528,205.206.0.0,288,9.009514190188252e-09
30205,86.156.0.0,288,9.009514190188252e-09
16781,38.35.0.0,288,9.009514190188252e-09
28605,216.243.0.0,288,9.009514190188252e-09
28222,220.21.0.0,288,9.009514190188252e-09
30563,127.86.0.0,288,9.009514190188252e-09
15330,210.191.0.0,288,9.009514190188252e-09
24134,40.234.0.0,288,9.009514190188252e-09
29789,213.95.0.0,288,9.009514190188252e-09
6411,42.237.0.0,288,9.009514190188252e-09
10173,191.140.0.0,288,9.009514190188252e-09
24405,121.4.0.0,288,9.009514190188252e-09
29625,24.173.0.0,288,9.009514190188252e-09
29239,125.235.0.0,288,9.009514190188252e-09
5471,128.228.0.0,288,9.009514190188252e-09
7228,55.24.0.0,288,9.009514190188252e-09
30020,13.129.0.0,288,9.009514190188252e-09
18696,148.48.0.0,288,9.009514190188252e-09
25052,200.229.0.0,288,9.009514190188252e-09
29041,171.135.0.0,288,9.009514190188252e-09
13359,133.211.0.0,288,9.009514190188252e-09
3685,130.15.0.0,288,9.009514190188252e-09
21123,45.202.0.0,288,9.009514190188252e-09
7197,38.179.0.0,288,9.009514190188252e-09
7193,139.26.0.0,288,9.009514190188252e-09
25592,161.51.0.0,288,9.009514190188252e-09
25231,200.212.0.0,288,9.009514190188252e-09
20584,14.149.0.0,288,9.009514190188252e-09
29095,81.10.0.0,288,9.009514190188252e-09
18017,131.126.0.0,288,9.009514190188252e-09
25327,58.223.0.0,288,9.009514190188252e-09
25511,163.203.0.0,288,9.009514190188252e-09
27184,64.2.0.0,288,9.009514190188252e-09
12474,120.210.0.0,288,9.009514190188252e-09
7179,36.193.0.0,288,9.009514190188252e-09
29132,152.144.0.0,288,9.009514190188252e-09
12353,42.142.0.0,288,9.009514190188252e-09
30839,120.60.0.0,288,9.009514190188252e-09
12375,226.229.0.0,288,9.009514190188252e-09
29151,154.112.0.0,288,9.009514190188252e-09
25829,154.3.0.0,288,9.009514190188252e-09
29384,222.248.0.0,288,9.009514190188252e-09
30773,117.172.0.0,288,9.009514190188252e-09
10882,44.106.0.0,288,9.009514190188252e-09
28241,104.182.0.0,288,9.009514190188252e-09
29618,125.38.0.0,288,9.009514190188252e-09
26992,116.146.0.0,288,9.009514190188252e-09
28848,64.95.0.0,288,9.009514190188252e-09
24439,115.27.0.0,288,9.009514190188252e-09
29565,191.33.0.0,288,9.009514190188252e-09
25986,75.92.0.0,288,9.009514190188252e-09
29555,61.120.0.0,288,9.009514190188252e-09
10864,234.12.0.0,288,9.009514190188252e-09
24603,220.186.0.0,288,9.009514190188252e-09
7379,55.4.0.0,288,9.009514190188252e-09
18748,158.82.0.0,288,9.009514190188252e-09
30062,47.229.0.0,288,9.009514190188252e-09
28570,1.213.0.0,288,9.009514190188252e-09
30341,124.131.0.0,288,9.009514190188252e-09
29989,40.255.0.0,288,9.009514190188252e-09
4167,60.41.0.0,288,9.009514190188252e-09
6142,245.232.0.0,288,9.009514190188252e-09
13953,125.215.0.0,288,9.009514190188252e-09
10902,55.84.0.0,288,9.009514190188252e-09
30480,118.90.0.0,288,9.009514190188252e-09
19898,221.163.0.0,287,8.978231154805654e-09
13365,91.127.0.0,286,8.946948119423055e-09
30571,127.1.0.0,286,8.946948119423055e-09
3764,106.20.0.0,286,8.946948119423055e-09
24850,208.79.0.0,286,8.946948119423055e-09
10687,234.111.0.0,285,8.915665084040456e-09
16745,185.159.0.0,284,8.884382048657859e-09
9982,226.214.0.0,284,8.884382048657859e-09
28915,220.114.0.0,284,8.884382048657859e-09
11781,131.53.0.0,284,8.884382048657859e-09
30844,209.123.0.0,282,8.821815977892662e-09
5216,216.74.0.0,282,8.821815977892662e-09
18047,208.198.0.0,282,8.821815977892662e-09
26966,118.103.0.0,282,8.821815977892662e-09
14217,143.177.0.0,280,8.759249907127467e-09
1071,46.52.0.0,280,8.759249907127467e-09
16514,187.149.0.0,280,8.759249907127467e-09
27925,210.155.0.0,280,8.759249907127467e-09
6594,237.75.0.0,279,8.727966871744868e-09
4146,32.242.0.0,279,8.727966871744868e-09
12343,38.145.0.0,278,8.69668383636227e-09
5769,128.66.0.0,276,8.634117765597075e-09
13362,37.136.0.0,276,8.634117765597075e-09
20891,129.18.0.0,276,8.634117765597075e-09
3657,188.163.0.0,276,8.634117765597075e-09
20649,58.218.0.0,276,8.634117765597075e-09
25856,34.51.0.0,276,8.634117765597075e-09
6137,248.109.0.0,276,8.634117765597075e-09
15855,102.234.0.0,276,8.634117765597075e-09
29514,119.237.0.0,276,8.634117765597075e-09
29849,64.7.0.0,276,8.634117765597075e-09
25973,71.74.0.0,276,8.634117765597075e-09
852,238.10.0.0,276,8.634117765597075e-09
5478,38.111.0.0,276,8.634117765597075e-09
26042,165.121.0.0,276,8.634117765597075e-09
24304,1.51.0.0,276,8.634117765597075e-09
29662,117.160.0.0,276,8.634117765597075e-09
30699,136.205.0.0,276,8.634117765597075e-09
29724,118.32.0.0,276,8.634117765597075e-09
29729,127.48.0.0,276,8.634117765597075e-09
15998,194.192.0.0,276,8.634117765597075e-09
15382,79.252.0.0,276,8.634117765597075e-09
26268,117.237.0.0,276,8.634117765597075e-09
732,165.81.0.0,276,8.634117765597075e-09
6483,175.111.0.0,276,8.634117765597075e-09
7165,45.109.0.0,276,8.634117765597075e-09
28214,210.30.0.0,276,8.634117765597075e-09
30434,24.141.0.0,276,8.634117765597075e-09
30188,121.134.0.0,276,8.634117765597075e-09
26989,91.113.0.0,276,8.634117765597075e-09
6490,187.251.0.0,276,8.634117765597075e-09
975,216.70.0.0,276,8.634117765597075e-09
30553,174.154.0.0,276,8.634117765597075e-09
18666,177.120.0.0,276,8.634117765597075e-09
30280,118.195.0.0,276,8.634117765597075e-09
7385,136.65.0.0,276,8.634117765597075e-09
30061,136.165.0.0,276,8.634117765597075e-09
15068,166.138.0.0,274,8.571551694831878e-09
15345,43.211.0.0,274,8.571551694831878e-09
12908,144.90.0.0,274,8.571551694831878e-09
9067,173.62.0.0,274,8.571551694831878e-09
15714,42.253.0.0,272,8.508985624066682e-09
10092,177.1.0.0,272,8.508985624066682e-09
26113,110.231.0.0,272,8.508985624066682e-09
26086,179.229.0.0,272,8.508985624066682e-09
13249,195.229.0.0,272,8.508985624066682e-09
28194,222.117.0.0,272,8.508985624066682e-09
26418,151.195.0.0,272,8.508985624066682e-09
15672,255.244.0.0,272,8.508985624066682e-09
18671,245.10.0.0,272,8.508985624066682e-09
19048,52.150.0.0,272,8.508985624066682e-09
30765,117.19.0.0,272,8.508985624066682e-09
19040,55.219.0.0,272,8.508985624066682e-09
18524,159.22.0.0,270,8.446419553301485e-09
3706,139.74.0.0,270,8.446419553301485e-09
18525,156.200.0.0,270,8.446419553301485e-09
15582,133.195.0.0,270,8.446419553301485e-09
14351,182.186.0.0,270,8.446419553301485e-09
28644,140.33.0.0,270,8.446419553301485e-09
25646,139.87.0.0,270,8.446419553301485e-09
15915,129.45.0.0,270,8.446419553301485e-09
28340,79.72.0.0,270,8.446419553301485e-09
4162,34.120.0.0,268,8.383853482536289e-09
14270,135.221.0.0,268,8.383853482536289e-09
6242,51.97.0.0,268,8.383853482536289e-09
13016,158.170.0.0,267,8.352570447153691e-09
9034,182.1.0.0,266,8.321287411771094e-09
18668,45.21.0.0,266,8.321287411771094e-09
10551,237.116.0.0,266,8.321287411771094e-09
29102,123.180.0.0,266,8.321287411771094e-09
16250,181.152.0.0,265,8.290004376388495e-09
30836,207.137.0.0,264,8.258721341005896e-09
22726,85.22.0.0,264,8.258721341005896e-09
28889,176.221.0.0,264,8.258721341005896e-09
30149,161.152.0.0,264,8.258721341005896e-09
22239,151.95.0.0,264,8.258721341005896e-09
13109,127.159.0.0,264,8.258721341005896e-09
29856,118.98.0.0,264,8.258721341005896e-09
17191,57.200.0.0,264,8.258721341005896e-09
30710,203.7.0.0,264,8.258721341005896e-09
29650,74.139.0.0,263,8.227438305623298e-09
30635,58.73.0.0,263,8.227438305623298e-09
20842,74.41.0.0,262,8.196155270240701e-09
27969,161.145.0.0,262,8.196155270240701e-09
13927,64.209.0.0,262,8.196155270240701e-09
8288,93.233.0.0,262,8.196155270240701e-09
3400,182.141.0.0,262,8.196155270240701e-09
13023,57.182.0.0,261,8.164872234858102e-09
30617,50.97.0.0,260,8.133589199475505e-09
4926,169.252.0.0,260,8.133589199475505e-09
29377,223.212.0.0,260,8.133589199475505e-09
4232,34.23.0.0,260,8.133589199475505e-09
14195,63.6.0.0,260,8.133589199475505e-09
1864,187.201.0.0,260,8.133589199475505e-09
29485,140.206.0.0,258,8.07102312871031e-09
25533,209.9.0.0,258,8.07102312871031e-09
18043,122.43.0.0,258,8.07102312871031e-09
15109,59.242.0.0,258,8.07102312871031e-09
15921,125.124.0.0,258,8.07102312871031e-09
30437,134.0.0.0,258,8.07102312871031e-09
27287,119.27.0.0,256,8.008457057945112e-09
13943,47.94.0.0,256,8.008457057945112e-09
899,219.137.0.0,256,8.008457057945112e-09
5996,154.160.0.0,256,8.008457057945112e-09
16647,191.159.0.0,256,8.008457057945112e-09
30712,145.55.0.0,256,8.008457057945112e-09
29135,213.208.0.0,256,8.008457057945112e-09
28260,125.234.0.0,256,8.008457057945112e-09
24693,121.86.0.0,256,8.008457057945112e-09
28557,202.242.0.0,256,8.008457057945112e-09
28745,126.48.0.0,256,8.008457057945112e-09
17063,107.164.0.0,256,8.008457057945112e-09
30809,157.44.0.0,256,8.008457057945112e-09
8509,177.113.0.0,256,8.008457057945112e-09
30677,119.211.0.0,256,8.008457057945112e-09
3692,170.186.0.0,256,8.008457057945112e-09
29301,162.102.0.0,256,8.008457057945112e-09
7232,56.135.0.0,256,8.008457057945112e-09
4214,49.7.0.0,255,7.977174022562514e-09
30822,88.182.0.0,254,7.945890987179917e-09
28774,58.163.0.0,254,7.945890987179917e-09
5473,34.113.0.0,254,7.945890987179917e-09
29607,114.73.0.0,254,7.945890987179917e-09
1072,132.176.0.0,254,7.945890987179917e-09
29445,64.166.0.0,254,7.945890987179917e-09
11009,175.139.0.0,252,7.88332491641472e-09
28678,79.82.0.0,252,7.88332491641472e-09
28325,223.110.0.0,252,7.88332491641472e-09
1057,60.62.0.0,252,7.88332491641472e-09
28211,78.197.0.0,252,7.88332491641472e-09
13903,111.174.0.0,252,7.88332491641472e-09
3708,126.240.0.0,252,7.88332491641472e-09
4152,76.158.0.0,252,7.88332491641472e-09
15692,154.14.0.0,250,7.820758845649522e-09
14144,135.74.0.0,250,7.820758845649522e-09
14335,137.61.0.0,250,7.820758845649522e-09
7238,112.206.0.0,250,7.820758845649522e-09
23454,216.37.0.0,250,7.820758845649522e-09
16417,198.195.0.0,250,7.820758845649522e-09
13728,191.34.0.0,250,7.820758845649522e-09
25126,102.188.0.0,249,7.789475810266925e-09
17435,93.146.0.0,249,7.789475810266925e-09
5770,198.115.0.0,248,7.758192774884328e-09
30716,192.114.0.0,248,7.758192774884328e-09
6489,217.209.0.0,248,7.758192774884328e-09
27149,138.70.0.0,248,7.758192774884328e-09
29940,142.191.0.0,248,7.758192774884328e-09
15065,76.156.0.0,248,7.758192774884328e-09
921,43.141.0.0,248,7.758192774884328e-09
7166,197.71.0.0,248,7.758192774884328e-09
16620,173.96.0.0,246,7.695626704119131e-09
26703,108.220.0.0,246,7.695626704119131e-09
6255,201.167.0.0,246,7.695626704119131e-09
25218,118.249.0.0,245,7.664343668736534e-09
29482,216.189.0.0,244,7.633060633353936e-09
3727,38.82.0.0,244,7.633060633353936e-09
16339,226.237.0.0,244,7.633060633353936e-09
7233,151.20.0.0,244,7.633060633353936e-09
27820,22.93.0.0,244,7.633060633353936e-09
7403,148.179.0.0,244,7.633060633353936e-09
10795,140.238.0.0,244,7.633060633353936e-09
18312,183.113.0.0,242,7.570494562588738e-09
3673,119.29.0.0,242,7.570494562588738e-09
9040,88.28.0.0,242,7.570494562588738e-09
18002,188.253.0.0,242,7.570494562588738e-09
10095,206.109.0.0,242,7.570494562588738e-09
18186,211.253.0.0,241,7.539211527206141e-09
10534,234.123.0.0,240,7.507928491823543e-09
3112,73.149.0.0,240,7.507928491823543e-09
10866,255.160.0.0,240,7.507928491823543e-09
15062,39.217.0.0,240,7.507928491823543e-09
28824,164.12.0.0,240,7.507928491823543e-09
23258,127.131.0.0,240,7.507928491823543e-09
17271,157.135.0.0,240,7.507928491823543e-09
1858,194.43.0.0,240,7.507928491823543e-09
7414,151.79.0.0,240,7.507928491823543e-09
29761,221.50.0.0,240,7.507928491823543e-09
17317,151.76.0.0,240,7.507928491823543e-09
24589,86.139.0.0,240,7.507928491823543e-09
6617,32.123.0.0,240,7.507928491823543e-09
8406,74.6.0.0,240,7.507928491823543e-09
15307,162.117.0.0,240,7.507928491823543e-09
24913,167.126.0.0,240,7.507928491823543e-09
4165,184.10.0.0,240,7.507928491823543e-09
4125,238.254.0.0,240,7.507928491823543e-09
28174,173.149.0.0,240,7.507928491823543e-09
1633,159.57.0.0,240,7.507928491823543e-09
5189,156.196.0.0,240,7.507928491823543e-09
15914,158.189.0.0,240,7.507928491823543e-09
29411,189.37.0.0,240,7.507928491823543e-09
10907,52.184.0.0,240,7.507928491823543e-09
3749,238.201.0.0,240,7.507928491823543e-09
26808,221.239.0.0,240,7.507928491823543e-09
30115,210.16.0.0,240,7.507928491823543e-09
17426,147.138.0.0,240,7.507928491823543e-09
16194,53.4.0.0,240,7.507928491823543e-09
28522,127.200.0.0,240,7.507928491823543e-09
5232,205.135.0.0,240,7.507928491823543e-09
29483,185.110.0.0,240,7.507928491823543e-09
25437,171.223.0.0,240,7.507928491823543e-09
7360,165.65.0.0,240,7.507928491823543e-09
3677,149.249.0.0,240,7.507928491823543e-09
12386,60.17.0.0,240,7.507928491823543e-09
14201,226.9.0.0,240,7.507928491823543e-09
1606,129.241.0.0,240,7.507928491823543e-09
26603,97.118.0.0,240,7.507928491823543e-09
27973,181.154.0.0,240,7.507928491823543e-09
28547,81.182.0.0,239,7.476645456440944e-09
26912,90.46.0.0,239,7.476645456440944e-09
16000,183.203.0.0,239,7.476645456440944e-09
24863,181.11.0.0,238,7.445362421058347e-09
4225,82.27.0.0,238,7.445362421058347e-09
15342,153.11.0.0,236,7.38279635029315e-09
30198,201.215.0.0,236,7.38279635029315e-09
25070,76.197.0.0,236,7.38279635029315e-09
24917,203.35.0.0,236,7.38279635029315e-09
29460,146.234.0.0,236,7.38279635029315e-09
21697,102.116.0.0,234,7.320230279527954e-09
30486,193.9.0.0,234,7.320230279527954e-09
30238,173.193.0.0,234,7.320230279527954e-09
30601,132.17.0.0,234,7.320230279527954e-09
15871,208.232.0.0,233,7.288947244145356e-09
29114,86.201.0.0,232,7.2576642087627585e-09
11363,222.86.0.0,232,7.2576642087627585e-09
10545,38.209.0.0,232,7.2576642087627585e-09
25659,1.203.0.0,232,7.2576642087627585e-09
13001,141.165.0.0,232,7.2576642087627585e-09
15067,39.78.0.0,232,7.2576642087627585e-09
7208,136.246.0.0,232,7.2576642087627585e-09
10649,85.242.0.0,232,7.2576642087627585e-09
29619,210.82.0.0,232,7.2576642087627585e-09
5193,143.240.0.0,232,7.2576642087627585e-09
30401,211.166.0.0,232,7.2576642087627585e-09
5212,139.152.0.0,232,7.2576642087627585e-09
5752,251.42.0.0,232,7.2576642087627585e-09
18020,34.186.0.0,232,7.2576642087627585e-09
14229,222.69.0.0,232,7.2576642087627585e-09
11240,129.131.0.0,232,7.2576642087627585e-09
6650,140.22.0.0,232,7.2576642087627585e-09
4184,251.180.0.0,232,7.2576642087627585e-09
18523,130.214.0.0,232,7.2576642087627585e-09
10883,148.25.0.0,232,7.2576642087627585e-09
10916,131.18.0.0,232,7.2576642087627585e-09
22204,223.97.0.0,232,7.2576642087627585e-09
28378,95.216.0.0,232,7.2576642087627585e-09
29665,79.185.0.0,232,7.2576642087627585e-09
6135,38.240.0.0,232,7.2576642087627585e-09
5159,197.23.0.0,232,7.2576642087627585e-09
10965,38.165.0.0,232,7.2576642087627585e-09
7231,143.102.0.0,232,7.2576642087627585e-09
4128,149.142.0.0,232,7.2576642087627585e-09
14426,237.221.0.0,232,7.2576642087627585e-09
5246,37.57.0.0,232,7.2576642087627585e-09
28864,93.153.0.0,232,7.2576642087627585e-09
10978,52.188.0.0,232,7.2576642087627585e-09
17464,185.124.0.0,232,7.2576642087627585e-09
11204,196.170.0.0,232,7.2576642087627585e-09
29591,87.1.0.0,232,7.2576642087627585e-09
5983,20.91.0.0,232,7.2576642087627585e-09
17476,130.142.0.0,232,7.2576642087627585e-09
29330,211.112.0.0,232,7.2576642087627585e-09
13381,197.16.0.0,232,7.2576642087627585e-09
10796,107.41.0.0,232,7.2576642087627585e-09
4093,143.126.0.0,232,7.2576642087627585e-09
11229,35.170.0.0,232,7.2576642087627585e-09
11231,142.102.0.0,232,7.2576642087627585e-09
28539,20.35.0.0,232,7.2576642087627585e-09
1839,238.107.0.0,232,7.2576642087627585e-09
5413,133.114.0.0,232,7.2576642087627585e-09
16756,139.23.0.0,232,7.2576642087627585e-09
16653,129.137.0.0,232,7.2576642087627585e-09
4910,154.169.0.0,232,7.2576642087627585e-09
9031,142.124.0.0,232,7.2576642087627585e-09
22526,220.142.0.0,232,7.2576642087627585e-09
5390,116.44.0.0,232,7.2576642087627585e-09
23958,74.181.0.0,232,7.2576642087627585e-09
4862,238.51.0.0,232,7.2576642087627585e-09
29994,223.93.0.0,232,7.2576642087627585e-09
28572,34.7.0.0,232,7.2576642087627585e-09
23817,83.81.0.0,232,7.2576642087627585e-09
15847,128.89.0.0,232,7.2576642087627585e-09
16681,58.40.0.0,232,7.2576642087627585e-09
30182,211.121.0.0,232,7.2576642087627585e-09
30010,78.149.0.0,232,7.2576642087627585e-09
1853,118.152.0.0,232,7.2576642087627585e-09
28762,84.173.0.0,232,7.2576642087627585e-09
16232,136.135.0.0,232,7.2576642087627585e-09
23575,163.46.0.0,232,7.2576642087627585e-09
10513,129.27.0.0,232,7.2576642087627585e-09
782,140.237.0.0,232,7.2576642087627585e-09
4965,148.170.0.0,232,7.2576642087627585e-09
15684,140.247.0.0,232,7.2576642087627585e-09
6451,205.179.0.0,230,7.195098137997562e-09
27449,189.230.0.0,230,7.195098137997562e-09
10813,186.65.0.0,230,7.195098137997562e-09
6395,187.135.0.0,230,7.195098137997562e-09
16197,149.14.0.0,230,7.195098137997562e-09
4099,121.119.0.0,230,7.195098137997562e-09
27970,137.63.0.0,230,7.195098137997562e-09
30237,48.47.0.0,230,7.195098137997562e-09
25467,182.174.0.0,230,7.195098137997562e-09
29900,202.23.0.0,230,7.195098137997562e-09
4129,143.107.0.0,230,7.195098137997562e-09
18072,49.66.0.0,229,7.163815102614963e-09
30297,201.161.0.0,228,7.132532067232365e-09
28466,187.128.0.0,228,7.132532067232365e-09
11842,210.216.0.0,228,7.132532067232365e-09
29753,197.69.0.0,228,7.132532067232365e-09
27966,144.78.0.0,228,7.132532067232365e-09
27735,103.2.0.0,228,7.132532067232365e-09
30303,124.197.0.0,228,7.132532067232365e-09
29450,174.162.0.0,228,7.132532067232365e-09
27762,100.68.0.0,228,7.132532067232365e-09
25522,46.30.0.0,228,7.132532067232365e-09
28917,109.191.0.0,228,7.132532067232365e-09
20145,111.233.0.0,228,7.132532067232365e-09
9960,53.14.0.0,228,7.132532067232365e-09
24577,173.221.0.0,228,7.132532067232365e-09
28122,110.24.0.0,228,7.132532067232365e-09
22946,107.73.0.0,228,7.132532067232365e-09
26851,59.141.0.0,228,7.132532067232365e-09
9971,120.196.0.0,228,7.132532067232365e-09
24509,2.60.0.0,228,7.132532067232365e-09
25542,2.252.0.0,228,7.132532067232365e-09
902,237.122.0.0,228,7.132532067232365e-09
12185,174.94.0.0,228,7.132532067232365e-09
21222,201.59.0.0,228,7.132532067232365e-09
30696,205.51.0.0,228,7.132532067232365e-09
21688,63.108.0.0,228,7.132532067232365e-09
25181,166.14.0.0,228,7.132532067232365e-09
25133,194.93.0.0,228,7.132532067232365e-09
18758,124.229.0.0,228,7.132532067232365e-09
