,sp,ibyt
43678,50684,30608908
37363,44222,30608586
2673,3800,30589002
29432,36023,30526482
49610,56616,30521768
30510,37152,30511074
22217,27696,30489332
47452,54458,30471875
2681,3808,30441138
47388,54394,30420017
48981,55987,30380227
42233,49239,30377461
42420,49426,30315091
14526,18289,30314858
48588,55594,30298104
58274,65281,30279396
42227,49233,30274241
44250,51256,30274086
30483,37125,30270134
44143,51149,30240339
44430,51436,30224435
63656,44773,30205052
7247,9270,30103993
49394,56400,30070522
53274,60281,30068692
47448,54454,30058555
37402,44262,30052026
49948,56955,30022159
40165,47100,30010562
43428,50434,30000889
48927,55933,29912555
49191,56197,29864294
46320,53326,29850659
54073,61080,29837248
29433,36024,29828998
54946,61953,29807765
46474,53480,29805976
47849,54855,29772714
48659,55665,29745744
52006,59013,29632653
44003,51009,29603166
43023,50029,29596496
47372,54378,29566591
43433,50439,29492033
53842,60849,29465260
1072,2099,29450905
49624,56630,29420862
43499,50505,29405671
55803,62810,29391068
25240,31467,29388398
53066,60073,29372999
44533,51539,29347082
34244,41011,29341263
16387,20500,29325192
22287,27782,29315001
50684,57691,29290604
36031,42850,29290533
47225,54231,29265160
26452,32953,29156697
46686,53692,29148377
57093,64100,29131210
26994,33508,29126041
30226,36852,29083487
58750,5125,29066239
49334,56340,29064075
58303,65310,29051188
63461,38360,28921886
58235,65242,28917445
43496,50502,28856144
54923,61930,28775063
54117,61124,28772976
42430,49436,28742058
31205,37872,28736902
51522,58529,28719729
45690,52696,28670359
34493,41267,28643231
51866,58873,28618211
43361,50367,28606041
27465,33990,28569792
33079,39802,28563979
57230,64237,28550154
43353,50359,28547452
45412,52418,28540077
4020,5227,28476326
4014,5221,28468066
27050,33568,28447359
54293,61300,28429924
31904,38587,28421170
40215,47153,28417628
29697,36301,28393472
40104,47035,28384118
52941,59948,28377820
47323,54329,28370091
28059,34602,28366279
47755,54761,28288131
28309,34863,28284176
46562,53568,28271535
53180,60187,28241471
2691,3818,28162074
52827,59834,28150179
44357,51363,28088313
45972,52978,28077710
46151,53157,28064073
45637,52643,28030173
57354,64361,28019297
46698,53704,27998570
33944,40699,27970100
39963,46891,27960657
45123,52129,27924827
43979,50985,27915763
49840,56847,27891614
61035,18904,27885168
42212,49218,27869382
21665,27005,27783705
49061,56067,27773362
57492,64499,27772029
20393,25433,27760739
43365,50371,27754720
59369,8896,27750371
45708,52714,27718818
48563,55569,27682553
48897,55903,27677081
48393,55399,27662207
56630,63637,27659453
23606,29451,27640195
45763,52769,27635049
51437,58444,27634036
40117,47048,27608176
5166,6675,27604498
56353,63360,27601472
2052,3160,27545519
3912,5113,27543387
63876,7433,27534361
48925,55931,27505965
20100,25076,27488523
43362,50368,27484461
3940,5145,27481400
31075,37739,27475323
13871,17485,27473536
53141,60148,27472439
45916,52922,27470562
42427,49433,27446114
141,1114,27438162
42308,49314,27436202
45821,52827,27431479
50586,57593,27421214
51365,58372,27416942
28995,35568,27413340
49957,56964,27401945
59751,11117,27392439
26025,32462,27382651
48728,55734,27373489
34872,41656,27366811
16777,21001,27320101
6111,7847,27319732
43027,50033,27311749
4028,5235,27294052
25310,31548,27271351
28488,35050,27256527
39877,46800,27255692
49184,56190,27156747
51570,58577,27140975
42350,49356,27136846
53718,60725,27136485
60400,15021,27098648
53247,60254,27082875
19805,24691,27030127
52955,59962,26988890
4608,5958,26962911
45639,52645,26954002
44874,51880,26940128
20055,25024,26932078
57892,64899,26870835
42226,49232,26853566
42415,49421,26849021
42198,49204,26825079
56166,63173,26767390
22297,27795,26766055
55345,62352,26753256
45221,52227,26728226
42692,49698,26717240
49117,56123,26712135
48943,55949,26704346
46025,53031,26692366
52617,59624,26692104
33102,39825,26688813
45298,52304,26687110
44852,51858,26686134
54013,61020,26686052
53742,60749,26680245
18588,23192,26660736
46371,53377,26660549
44561,51567,26649169
42341,49347,26643932
52467,59474,26638857
42574,49580,26634576
41372,48347,26592177
42607,49613,26568444
45761,52767,26543756
44777,51783,26542699
35371,42170,26527082
49166,56172,26474487
23761,29639,26455522
31726,38405,26436390
379,1357,26406073
56799,63806,26389000
28722,35287,26382863
31352,38022,26363621
42513,49519,26353287
15533,19497,26321380
45880,52886,26311539
43215,50221,26308291
52604,59611,26294291
48804,55810,26273946
53537,60544,26271721
8799,11183,26271254
20230,25239,26255729
47589,54595,26248533
44635,51641,26242496
47265,54271,26241077
45357,52363,26237075
43798,50804,26225081
46169,53175,26217506
23146,28869,26215455
42297,49303,26206441
42245,49251,26193870
46543,53549,26170796
49263,56269,26160390
43487,50493,26157101
50004,57011,26153413
50594,57601,26136926
51274,58281,26106380
5149,6651,26067942
51875,58882,26067026
43263,50269,26063578
43585,50591,26028831
56098,63105,26009354
27970,34511,25960927
46337,53343,25947749
43890,50896,25943194
51563,58570,25941644
815,1812,25939265
46980,53986,25913092
23148,28871,25912128
49308,56314,25875944
37755,44622,25825203
56798,63805,25792190
47879,54885,25751217
43239,50245,25719830
227,1205,25712711
43963,50969,25708849
24324,30355,25679061
57311,64318,25657072
43819,50825,25638133
12460,15713,25637919
15457,19410,25634185
33927,40682,25603863
19823,24713,25579918
42205,49211,25571552
49694,56700,25534832
52925,59932,25533121
53047,60054,25528138
56168,63175,25517208
42914,49920,25511434
35957,42776,25503431
43089,50095,25483147
29520,36114,25466009
49220,56226,25456128
55244,62251,25441969
38527,45415,25440012
42911,49917,25407720
48226,55232,25388856
45666,52672,25377634
36439,43267,25372019
34731,41513,25360436
46217,53223,25359054
48895,55901,25357312
52036,59043,25340636
36699,43535,25334267
26412,32910,25309714
13145,16578,25309227
57269,64276,25285762
42373,49379,25270359
43988,50994,25253635
94,1066,25240358
47068,54074,25240116
30183,36809,25223012
42923,49929,25179136
38522,45410,25161651
44612,51618,25130519
56948,63955,25106264
27691,34226,25090474
17102,21400,25085530
45244,52250,25084535
36850,43693,25034941
48986,55992,25022919
3826,5001,24988221
26612,33117,24974491
62257,26784,24970560
25727,32086,24946204
46343,53349,24941817
237,1215,24939580
49243,56249,24928623
42682,49688,24927417
44198,51204,24917042
51979,58986,24915919
44384,51390,24903276
56578,63585,24883622
34546,41321,24838157
48260,55266,24833823
16638,20822,24831518
7038,9001,24824581
42522,49528,24717854
47228,54234,24705056
50590,57597,24700418
47271,54277,24688185
45748,52754,24640668
42425,49431,24610339
42261,49267,24605673
27688,34223,24594150
43907,50913,24593909
44636,51642,24570451
53627,60634,24557504
48249,55255,24546551
42294,49300,24527558
56595,63602,24504685
52144,59151,24482145
50074,57081,24469020
43743,50749,24467330
53910,60917,24459307
16827,21061,24439646
47229,54235,24432849
52479,59486,24423750
4509,5821,24407893
42572,49578,24349941
36076,42898,24342497
44778,51784,24341407
5396,6943,24319475
45785,52791,24319431
48361,55367,24268143
40599,47551,24237092
9181,11652,24205323
42877,49883,24192343
55881,62888,24190254
43322,50328,24180676
19859,24752,24145712
30910,37570,24138061
52495,59502,24134906
31005,37665,24112633
52587,59594,24105809
26704,33212,24083324
2437,3560,24078346
51551,58558,24073576
46055,53061,24049265
45829,52835,24034904
59265,8330,24032238
42959,49965,24031359
43805,50811,23997237
1645,2719,23994995
42989,49995,23987814
43100,50106,23977220
12271,15477,23942036
18512,23108,23941266
48720,55726,23931680
53214,60221,23918625
42234,49240,23918224
42739,49745,23916207
34151,40917,23884845
25528,31838,23882264
48738,55744,23877583
8553,10873,23877450
45765,52771,23874148
48655,55661,23870611
45475,52481,23847080
56570,63577,23807902
50824,57831,23797114
52252,59259,23795042
43872,50878,23786482
3910,5111,23750253
57419,64426,23737213
52455,59462,23731253
37320,44178,23675811
44078,51084,23662876
56364,63371,23655495
62480,28060,23651048
43639,50645,23633356
50070,57077,23621904
9642,12237,23583644
44619,51625,23577425
47176,54182,23564769
49451,56457,23561824
56210,63217,23556591
37621,44485,23542293
16752,20973,23489073
57346,64353,23487925
25553,31868,23486821
30724,37376,23468225
57848,64855,23456678
52490,59497,23444298
28509,35071,23442591
47728,54734,23330422
46691,53697,23300908
42216,49222,23290396
52512,59519,23240901
42213,49219,23198356
49746,56752,23187931
42601,49607,23172062
53280,60287,23167878
53339,60346,23156003
43133,50139,23124921
47015,54021,23116946
29774,36381,23097760
42204,49210,23036991
47453,54459,23027301
51871,58878,22984726
44097,51103,22973330
263,1241,22971196
29522,36116,22968949
26352,32850,22966509
52636,59643,22957017
43139,50145,22941719
44515,51521,22928140
35991,42810,22926874
46135,53141,22922152
44646,51652,22912120
42280,49286,22891992
54653,61660,22891375
29436,36027,22883028
42207,49213,22880534
51080,58087,22880081
49126,56132,22852376
12421,15667,22843098
29766,36373,22838130
44779,51785,22837864
52807,59814,22833182
64244,22248,22829923
4124,5348,22790763
44809,51815,22788323
29535,36130,22769631
4700,6080,22740748
29874,36484,22727615
12635,15942,22722688
52426,59433,22694116
42802,49808,22691103
30497,37139,22681032
29418,36009,22671777
44571,51577,22668500
17522,21915,22666040
27396,33919,22651897
15955,19999,22588438
46047,53053,22580197
42917,49923,22570412
247,1225,22566695
55110,62117,22556899
44179,51185,22549921
16311,20416,22477647
54451,61458,22461257
42475,49481,22460026
45661,52667,22456562
30055,36674,22452187
48651,55657,22439500
25728,32087,22429469
255,1233,22423487
50777,57784,22423408
42092,49097,22420094
43624,50630,22417649
49279,56285,22413041
2000,3106,22394744
29504,36096,22359681
50032,57039,22358957
28406,34962,22347790
43088,50094,22331341
24088,30056,22316868
6467,8279,22309434
10266,12980,22304137
55841,62848,22303653
1977,3081,22261687
45523,52529,22259606
52801,59808,22259250
52178,59185,22256667
1864,2962,22184482
271,1249,22174940
53972,60979,22168160
42300,49306,22157035
48021,55027,22147599
42625,49631,22113250
47630,54636,22097111
13008,16400,22091121
46533,53539,22054297
17917,22377,22044782
52044,59051,22004472
45328,52334,21979946
670,1661,21965575
44266,51272,21912422
48754,55760,21909044
45915,52921,21908580
46023,53029,21899928
16702,20909,21886377
56822,63829,21877360
46175,53181,21869709
29052,35630,21868854
44062,51068,21859492
30918,37578,21815336
14527,18290,21813194
45254,52260,21803736
749,1743,21794792
43452,50458,21747527
55069,62076,21744540
3921,5122,21712437
59043,6947,21710683
46252,53258,21706526
49754,56760,21657952
27204,33722,21630343
56947,63954,21619028
47924,54930,21528621
484,1465,21527569
35793,42607,21520868
45638,52644,21517852
62985,30938,21517550
2697,3824,21496133
3451,4616,21485002
51753,58760,21462799
44234,51240,21457053
42509,49515,21447737
53031,60038,21406497
49188,56194,21405548
27579,34110,21394709
43298,50304,21377638
47816,54822,21372259
42223,49229,21346106
2198,3312,21336386
53308,60315,21332298
48724,55730,21324936
29421,36012,21321313
45293,52299,21299197
47231,54237,21291218
41393,48368,21289163
43028,50034,21245580
30039,36658,21230019
56797,63804,21216646
17141,21449,21214739
6506,8326,21199133
47966,54972,21193953
21,123,21192888
43032,50038,21187832
23861,29774,21183472
50805,57812,21143188
51659,58666,21140666
50787,57794,21139497
3917,5118,21129957
55289,62296,21122041
62010,25260,21111370
56946,63953,21086031
43489,50495,21068089
27265,33783,21068078
43449,50455,21052359
51808,58815,21044725
52190,59197,21018377
42206,49212,21001278
2210,3324,20997054
53118,60125,20983066
49068,56074,20964916
42342,49348,20928463
40416,47360,20895814
20495,25564,20878727
42760,49766,20842561
42697,49703,20820490
42947,49953,20754305
35660,42470,20744873
42786,49792,20734123
54559,61566,20722506
56821,63828,20709841
43603,50609,20709428
45947,52953,20709414
63911,8611,20643477
32413,39105,20599608
18981,23671,20593080
48454,55460,20575616
32740,39444,20565463
53127,60134,20560825
43846,50852,20553138
32557,39252,20546945
425,1403,20541153
57349,64356,20536049
21516,26822,20505095
46159,53165,20498475
46390,53396,20486944
50161,57168,20468197
51337,58344,20467972
44578,51584,20432464
4669,6041,20396912
32794,39500,20392743
5267,6799,20390625
4910,6348,20388705
57635,64642,20387363
3092,4244,20384713
47921,54927,20380421
47230,54236,20377776
29321,35910,20368546
43199,50205,20357623
26382,32880,20351834
52947,59954,20345559
49245,56251,20338232
42847,49853,20337811
38255,45138,20329307
49586,56592,20322916
52649,59656,20313690
61251,20501,20303845
46071,53077,20297164
43107,50113,20293520
55221,62228,20286493
45709,52715,20278334
56189,63196,20260215
42856,49862,20253607
43050,50056,20237981
45327,52333,20237312
44830,51836,20221993
58302,65309,20220325
44938,51944,20219651
57038,64045,20216189
32684,39386,20214034
46177,53183,20205380
42345,49351,20203838
9347,11871,20191018
43110,50116,20187070
57627,64634,20180922
26807,33316,20159100
16336,20444,20113232
48181,55187,20064047
55028,62035,20060974
50141,57148,20058657
37695,44560,20038072
52389,59396,20028356
46955,53961,20025153
50847,57854,20024360
52369,59376,19996441
45632,52638,19981731
26826,33336,19973130
42231,49237,19973046
43913,50919,19953259
53217,60224,19922532
48715,55721,19899449
51375,58382,19895961
52808,59815,19882285
57291,64298,19875514
49259,56265,19872502
42334,49340,19865663
47722,54728,19865559
42835,49841,19862602
6308,8090,19841795
48524,55530,19836105
43955,50961,19816568
44552,51558,19816309
51385,58392,19811587
29917,36528,19806035
34807,41590,19802276
27168,33686,19789210
45180,52186,19789164
42279,49285,19786195
45769,52775,19782106
28096,34640,19765450
29442,36033,19761636
48243,55249,19753791
16868,21108,19739914
56770,63777,19738150
37757,44624,19732388
42281,49287,19697048
38991,45891,19694332
59908,12045,19687712
17246,21574,19687194
46410,53416,19650180
46534,53540,19627322
804,1801,19591714
44466,51472,19575823
51399,58406,19569303
50186,57193,19559327
52642,59649,19538344
42370,49376,19536626
49209,56215,19536243
42403,49409,19516425
50570,57577,19501535
51359,58366,19499031
53899,60906,19448850
42295,49301,19448188
7834,10012,19427752
5515,7090,19424677
29197,35781,19420595
49664,56670,19418049
37946,44820,19416603
35133,41926,19413066
43897,50903,19400580
42239,49245,19397529
43672,50678,19385585
24958,31133,19383901
48525,55531,19368229
43466,50472,19353794
44446,51452,19342033
57998,65005,19337555
277,1255,19333265
23206,28939,19327634
55817,62824,19298162
42411,49417,19293029
42599,49605,19270144
42185,49191,19259729
30168,36794,19251291
47210,54216,19240761
26954,33467,19240548
55025,62032,19236541
41173,48144,19225603
44178,51184,19225411
38923,45822,19206408
43174,50180,19202261
57427,64434,19183478
57978,64985,19182189
47052,54058,19162684
30860,37520,19150372
49816,56823,19145646
44583,51589,19134152
50595,57602,19131192
49503,56509,19123656
52276,59283,19118855
45105,52111,19116147
43787,50793,19108128
29027,35601,19105574
46649,53655,19102130
45809,52815,19098583
52696,59703,19098110
47460,54466,19097416
45230,52236,19088931
36057,42877,19084344
55578,62585,19083858
48813,55819,19063087
60433,15256,19055612
19878,24777,19038499
37741,44608,19025231
42485,49491,19022161
52080,59087,19000784
49471,56477,18988908
42346,49352,18985546
57883,64890,18976921
20646,25755,18952753
45121,52127,18942117
48369,55375,18935094
58512,65519,18928332
52134,59141,18922914
27274,33792,18920245
62061,25616,18910762
62935,30584,18901003
